#RESOURCE=yCat_36560049
#Name: J/A+A/656/A49
#Title: Decoding the morphological evolution of open clusters (Hu+, 2021)
#Table	J_A_A_656_A49_table1:
#Name: J/A+A/656/A49/table1
#Title: The parameters of 1256 open clusters
#Column	Cluster	(a18)	Cluster name	[ucd=meta.id;meta.main]
#Column	ecore	(F7.4)	Ellipticity of the core	[ucd=src.ellipticity]
#Column	e_ecore	(F7.4)	Error corresponding to ellipticity of the core	[ucd=stat.error]
#Column	qcore	(F8.4)	Orientation of the core	[ucd=pos.posAng]
#Column	eall	(F7.4)	Ellipticity of the overall	[ucd=src.ellipticity]
#Column	e_eall	(F7.4)	Error corresponding to ellipticity of the overall	[ucd=stat.error]
#Column	qall	(F8.4)	Orientation of the overall	[ucd=pos.posAng]
#Column	acore	(F7.4)	Half-length axes of the core	[ucd=phys.angSize]
#Column	e_acore	(F7.4)	Error corresponding to half-length axes of the core	[ucd=stat.error]
#Column	ccore	(F7.4)	Half-short axes of the core	[ucd=phys.angSize;src]
#Column	e_ccore	(F7.4)	Error corresponding to half-short axes of the core	[ucd=stat.error]
#Column	aall	(F7.4)	Half-length axes of the overall	[ucd=phys.angSize]
#Column	e_aall	(F7.4)	Error corresponding to half-length axes of the overall	[ucd=stat.error]
#Column	call	(F7.4)	Half-short axes of the overall	[ucd=phys.angSize;src]
#Column	e_call	(F7.4)	Error corresponding to half-short axes of the overall	[ucd=stat.error]
#Column	epm	(F7.4)	Ellipticity in proper motion	[ucd=src.ellipticity]
#Column	e_epm	(F7.4)	Error of ellipticity in proper motion	[ucd=stat.error]
#Column	qpm	(F8.4)	Orientation in proper motion	[ucd=pos.pm;pos.posAng]
#
Cluster           ;ecore  ;e_ecore;qcore   ;eall   ;e_eall ;qall    ;acore  ;e_acore;ccore  ;e_ccore;aall   ;e_aall ;call   ;e_call ;epm    ;e_epm  ;qpm
Gulliver_29       ; 0.5834; 0.0962; 17.5082; 0.1377; 0.0393; 14.9464; 1.1335; 0.1007; 0.4722; 0.1007; 2.4464; 0.0728; 2.1096; 0.0728; 0.0831; 0.0996;-22.9014
Gulliver_3        ; 0.1716; 0.0334; 13.3454; 0.1494; 0.0327; 22.4002; 0.0649; 0.0017; 0.0538; 0.0017; 0.2311; 0.0058; 0.1966; 0.0058; 0.3236; 0.0326;-18.5626
Gulliver_30       ; 0.2188; 0.0172;-65.7113; 0.0359; 0.0464; 33.4223; 0.1092; 0.0015; 0.0853; 0.0015; 0.3226; 0.0108; 0.3110; 0.0108; 0.1209; 0.0314; 28.6772
Gulliver_31       ; 0.1209; 0.0481;-23.1576; 0.1258; 0.1403;  8.3870; 0.0720; 0.0026; 0.0633; 0.0026; 0.2050; 0.0217; 0.1792; 0.0217; 0.1498; 0.2085; 53.6742
Gulliver_32       ; 0.1973; 0.0361;  3.1286; 0.2819; 0.0821; 10.6226; 0.1414; 0.0040; 0.1135; 0.0040; 0.4609; 0.0307; 0.3310; 0.0307; 0.2499; 0.1425; 12.6542
Gulliver_33       ; 0.1838; 0.0227; 23.5275; 0.2253; 0.0583; 16.5609; 0.2846; 0.0050; 0.2323; 0.0050; 1.1139; 0.0513; 0.8629; 0.0513; 0.1443; 0.1277; 49.0848
Gulliver_35       ; 0.2142; 0.0430; 32.8663; 0.0280; 0.0949; 37.3956; 0.0889; 0.0030; 0.0698; 0.0030; 0.2565; 0.0175; 0.2493; 0.0175; 0.0788; 0.0418;-50.5636
Gulliver_36       ; 0.2907; 0.0203; 27.0379; 0.0546; 0.2690;-46.2863; 0.1531; 0.0025; 0.1086; 0.0025; 0.3995; 0.0781; 0.3776; 0.0781; 0.0679; 0.1072;-19.6699
Gulliver_37       ; 0.2326; 0.0341; 56.8145; 0.1960; 0.0542; 56.2436; 0.1083; 0.0029; 0.0831; 0.0029; 0.3297; 0.0139; 0.2651; 0.0139; 0.1759; 0.1716;-10.3079
Gulliver_38       ; 0.1619; 0.0179;  9.2940; 0.0988; 0.2163; 34.6232; 0.0911; 0.0013; 0.0764; 0.0013; 0.3444; 0.0553; 0.3104; 0.0553; 0.2170; 0.1058; 48.6677
Gulliver_39       ; 0.2409; 0.0327;  7.0425; 0.2093; 0.0661;  9.9151; 0.0610; 0.0016; 0.0463; 0.0016; 0.1816; 0.0094; 0.1436; 0.0094; 0.1788; 0.0830; 71.8936
Gulliver_4        ; 0.1130; 0.0178;-11.9876; 0.0634; 0.0768; 38.5347; 0.0851; 0.0011; 0.0754; 0.0011; 0.3101; 0.0174; 0.2904; 0.0174; 0.3087; 0.0951;-73.9375
Gulliver_40       ; 0.1692; 0.0511; 21.3420; 0.0842; 0.0374;-77.5782; 0.0967; 0.0038; 0.0804; 0.0038; 0.2237; 0.0062; 0.2049; 0.0062; 0.2704; 0.1706;-32.0647
Gulliver_43       ; 0.0906; 0.1930; 50.2647; 0.1454; 0.0697; 68.3089; 0.1280; 0.0183; 0.1164; 0.0183; 0.2881; 0.0153; 0.2462; 0.0153; 0.0406; 0.0903;-21.5648
Gulliver_44       ; 0.2795; 0.0267; 37.6774; 0.2280; 0.1429; 14.2441; 0.1738; 0.0038; 0.1252; 0.0038; 0.5223; 0.0591; 0.4032; 0.0591; 0.3947; 0.2062; 57.0324
Gulliver_45       ; 0.0849; 0.0238; 75.3014; 0.0742; 0.1348; 37.3004; 0.0731; 0.0013; 0.0669; 0.0013; 0.2167; 0.0214; 0.2006; 0.0214; 0.0687; 0.1176; 78.3174
Gulliver_46       ; 0.1339; 0.0398;-59.6947; 0.2133; 0.0407;-68.7597; 0.0277; 0.0008; 0.0240; 0.0008; 0.0925; 0.0030; 0.0728; 0.0030; 0.4585; 0.1442;  7.7342
Gulliver_47       ; 0.2901; 0.0275;  1.1490; 0.1885; 0.0935; 24.6501; 0.2001; 0.0045; 0.1421; 0.0045; 0.5900; 0.0428; 0.4788; 0.0428; 0.0286; 0.1032; -9.0743
Gulliver_48       ; 0.2584; 0.0448; 50.1391; 0.1702; 0.1480; 28.3119; 0.2422; 0.0087; 0.1796; 0.0087; 0.7218; 0.0822; 0.5989; 0.0822; 0.0631; 0.1803; 79.2173
Gulliver_49       ; 0.1199; 0.0525;-34.9550; 0.2453; 0.1256; -6.8242; 0.1066; 0.0042; 0.0938; 0.0042; 0.3793; 0.0380; 0.2863; 0.0380; 0.2049; 0.0935;-19.7737
Gulliver_5        ; 0.2768; 0.0639; 29.7941; 0.2928; 0.0466;  1.3386; 0.1339; 0.0069; 0.0968; 0.0069; 0.3579; 0.0136; 0.2531; 0.0136; 0.3845; 0.1161;-81.4294
Gulliver_50       ; 0.1892; 0.0256; -9.4664; 0.0599; 0.0716; -6.2335; 0.1190; 0.0024; 0.0965; 0.0024; 0.4136; 0.0216; 0.3888; 0.0216; 0.0893; 0.1119; 54.5298
Gulliver_51       ; 0.1537; 0.0273;-85.3576; 0.1414; 0.1974;-52.4236; 0.0729; 0.0015; 0.0617; 0.0015; 0.2141; 0.0321; 0.1839; 0.0321; 0.3037; 0.1927; -8.3833
Gulliver_52       ; 0.4550; 0.0857;  8.9412; 0.0884; 0.0568; 83.7163; 0.1811; 0.0136; 0.0987; 0.0136; 0.4474; 0.0188; 0.4079; 0.0188; 0.4719; 0.1609;-73.3850
Gulliver_53       ; 0.4843; 0.1376; -9.5566; 0.0815; 0.0370;-86.8930; 0.3685; 0.0451; 0.1900; 0.0451; 0.6978; 0.0190; 0.6410; 0.0190; 0.1347; 0.0192;-78.0648
Gulliver_54       ; 0.2807; 0.0239; 25.2752; 0.2621; 0.1423; 11.7718; 0.1623; 0.0031; 0.1167; 0.0031; 0.4593; 0.0526; 0.3389; 0.0526; 0.2512; 0.2101;  0.3039
Gulliver_55       ; 0.4217; 0.0555; -2.9133; 0.2862; 0.1015; -5.3861; 0.0966; 0.0046; 0.0559; 0.0046; 0.2637; 0.0218; 0.1883; 0.0218; 0.3354; 0.1590;-36.7818
Gulliver_56       ; 0.1417; 0.0658; -2.2889; 0.1589; 0.0763;-21.8856; 0.1101; 0.0055; 0.0945; 0.0055; 0.2429; 0.0142; 0.2043; 0.0142; 0.2170; 0.1128; 32.9732
Gulliver_57       ; 0.1360; 0.0231; 10.4097; 0.4179; 0.1618; -3.3982; 0.1127; 0.0020; 0.0973; 0.0020; 0.4046; 0.0566; 0.2355; 0.0566; 0.1054; 0.1249; 15.6298
Gulliver_58       ; 0.0437; 0.0201; 34.3466; 0.0885; 0.1872; 42.3253; 0.0584; 0.0009; 0.0558; 0.0009; 0.1901; 0.0263; 0.1733; 0.0263; 0.1429; 0.1359; 45.7527
Gulliver_59       ; 0.3397; 0.0404; -0.3577; 0.2137; 0.1997; -3.8802; 0.1953; 0.0066; 0.1290; 0.0066; 0.5083; 0.0798; 0.3997; 0.0798; 0.1938; 0.1474;-40.0247
Gulliver_6        ; 0.4124; 0.0294;-74.9760; 0.2794; 0.1473;-32.8822; 0.5035; 0.0128; 0.2958; 0.0128; 1.4739; 0.1761; 1.0620; 0.1761; 0.2115; 0.0575; 64.9542
Gulliver_60       ; 0.1960; 0.0309; 37.5028; 0.2717; 0.1216; 28.7354; 0.1219; 0.0029; 0.0980; 0.0029; 0.3499; 0.0344; 0.2548; 0.0344; 0.2000; 0.2046; 50.4118
Gulliver_7        ; 0.2521; 0.0586; 33.3362; 0.0934; 0.0410;-17.9802; 0.0376; 0.0018; 0.0281; 0.0018; 0.1075; 0.0033; 0.0975; 0.0033; 0.1553; 0.1592; 24.7862
Gulliver_8        ; 0.1845; 0.0233;-29.1950; 0.0303; 0.1151; 51.3282; 0.0861; 0.0016; 0.0702; 0.0016; 0.2524; 0.0209; 0.2447; 0.0209; 0.4175; 0.0880; -0.0490
Gulliver_9        ; 0.2111; 0.0172;-54.1806; 0.0653; 0.2200; 84.9704; 0.5531; 0.0075; 0.4363; 0.0075; 2.0833; 0.3349; 1.9472; 0.3349; 0.0865; 0.1597;-23.7795
Haffner_10        ; 0.1299; 0.0309;-62.7980; 0.1205; 0.3252;-37.1693; 0.0258; 0.0006; 0.0225; 0.0006; 0.0805; 0.0196; 0.0708; 0.0196; 0.1051; 0.1007;-85.7055
Haffner_11        ; 0.0267; 0.0265;  8.8345; 0.0268; 0.1546; 82.2340; 0.0593; 0.0011; 0.0578; 0.0011; 0.2256; 0.0250; 0.2195; 0.0250; 0.1207; 0.1288;-11.3442
Haffner_13        ; 0.5206; 0.0566; 27.0977; 0.3560; 0.0910; -1.7414; 0.4299; 0.0219; 0.2061; 0.0219; 0.9616; 0.0736; 0.6193; 0.0736; 0.1592; 0.0831; 55.3692
Haffner_14        ; 0.1242; 0.0321; -5.6802; 0.0417; 0.0465;-34.5551; 0.0844; 0.0020; 0.0739; 0.0020; 0.3361; 0.0113; 0.3221; 0.0113; 0.0410; 0.1094;-64.5532
Haffner_15        ; 0.0701; 0.0170;-53.2512; 0.0796; 0.1768; 21.9516; 0.0313; 0.0004; 0.0291; 0.0004; 0.1137; 0.0148; 0.1047; 0.0148; 0.1884; 0.2669; 33.6762
Haffner_16        ; 0.0885; 0.0251; 48.6151; 0.0564; 0.0504; 62.9544; 0.0449; 0.0008; 0.0410; 0.0008; 0.1727; 0.0063; 0.1629; 0.0063; 0.1789; 0.2222;-49.4786
Haffner_17        ; 0.0195; 0.0599; 88.3145; 0.1369; 0.0962;-15.5016; 0.0221; 0.0009; 0.0217; 0.0009; 0.0659; 0.0048; 0.0568; 0.0048; 0.2970; 0.1288;-60.5075
Haffner_18        ; 0.3247; 0.0355; -6.0509; 0.3485; 0.0717; -5.6713; 0.0295; 0.0009; 0.0199; 0.0009; 0.1044; 0.0063; 0.0680; 0.0063; 0.2639; 0.1376;-53.0906
Haffner_19        ; 0.1398; 0.0300; 60.4059; 0.1111; 0.1721; 52.9718; 0.0207; 0.0005; 0.0178; 0.0005; 0.0668; 0.0086; 0.0594; 0.0086; 0.4318; 0.2056;-74.6275
Haffner_20        ; 0.0801; 0.0199; 86.3152; 0.1763; 0.0935;-62.2018; 0.0267; 0.0004; 0.0245; 0.0004; 0.0906; 0.0065; 0.0747; 0.0065; 0.3614; 0.2065;-24.3401
Haffner_21        ; 0.0888; 0.0329; 30.3727; 0.0369; 0.0875; 17.8624; 0.0299; 0.0007; 0.0272; 0.0007; 0.0927; 0.0058; 0.0893; 0.0058; 0.1877; 0.1974; 78.9510
Haffner_22        ; 0.0993; 0.0582; 62.8005; 0.0960; 0.0423;  7.5103; 0.0691; 0.0030; 0.0623; 0.0030; 0.2107; 0.0066; 0.1905; 0.0066; 0.0751; 0.0693;-84.5510
Haffner_23        ; 0.1239; 0.0226;-61.9586; 0.1076; 0.0434; -2.7129; 0.1358; 0.0023; 0.1189; 0.0023; 0.4110; 0.0133; 0.3668; 0.0133; 0.2443; 0.1508; 13.6135
Haffner_26        ; 0.3964; 0.0367;  5.4287; 0.1530; 0.0253;  9.2216; 0.0990; 0.0031; 0.0598; 0.0031; 0.1932; 0.0037; 0.1637; 0.0037; 0.1771; 0.2173; 44.0340
Haffner_3         ; 0.2060; 0.0533;-37.0670; 0.3963; 0.0096;-66.8685; 0.0452; 0.0019; 0.0359; 0.0019; 0.1824; 0.0015; 0.1101; 0.0015; 0.2420; 0.2268; 76.9557
Haffner_4         ; 0.0471; 0.0119;-15.1685; 0.0959; 0.0757;-10.5677; 0.0421; 0.0004; 0.0401; 0.0004; 0.1776; 0.0100; 0.1606; 0.0100; 0.2345; 0.0794; 11.1030
Haffner_5         ; 0.1051; 0.0358;  0.2902; 0.1058; 0.0886; -7.9766; 0.0495; 0.0013; 0.0443; 0.0013; 0.1542; 0.0102; 0.1379; 0.0102; 0.1320; 0.0944; -0.4334
Haffner_6         ; 0.0862; 0.0375; 23.8954; 0.1291; 0.0890; 18.2871; 0.0527; 0.0015; 0.0481; 0.0015; 0.1915; 0.0129; 0.1667; 0.0129; 0.0958; 0.1037; 24.5203
Haffner_7         ; 0.1429; 0.0390;-27.4320; 0.1364; 0.1144; 76.4186; 0.0306; 0.0009; 0.0262; 0.0009; 0.0970; 0.0084; 0.0838; 0.0084; 0.3557; 0.1840;  9.7771
Haffner_8         ; 0.1584; 0.0135; 42.2747; 0.1043; 0.1124;-58.2647; 0.0575; 0.0006; 0.0484; 0.0006; 0.1774; 0.0149; 0.1589; 0.0149; 0.2486; 0.1488;-10.7359
Haffner_9         ; 0.2205; 0.0179;  9.1194; 0.0503; 0.1233;-88.2944; 0.0369; 0.0005; 0.0288; 0.0005; 0.1181; 0.0106; 0.1122; 0.0106; 0.2789; 0.2072; -9.5451
Harvard_10        ; 0.1357; 0.0335; -8.8607; 0.1203; 0.1757;-48.1265; 0.2596; 0.0066; 0.2243; 0.0066; 0.7946; 0.1049; 0.6990; 0.1049; 0.2853; 0.1945; 14.8456
Harvard_13        ; 0.3886; 0.0446;-89.6811; 0.0936; 0.0842; 53.0765; 0.0989; 0.0038; 0.0604; 0.0038; 0.1784; 0.0111; 0.1617; 0.0111; 0.3014; 0.1201;-83.1295
Harvard_16        ; 0.1203; 0.0442;  0.5163; 0.0912; 0.0571;-11.6717; 0.1333; 0.0044; 0.1173; 0.0044; 0.4812; 0.0204; 0.4373; 0.0204; 0.0921; 0.0620;-18.3217
Hogg_15           ; 0.3110; 0.0232;-14.4706; 0.1224; 0.0267; -0.9102; 0.0794; 0.0015; 0.0547; 0.0015; 0.2641; 0.0053; 0.2317; 0.0053; 0.2576; 0.0478; -6.8191
Hogg_17           ; 0.3473; 0.0916; 24.7175; 0.2705; 0.0174;  3.4190; 0.0756; 0.0058; 0.0494; 0.0058; 0.1865; 0.0026; 0.1361; 0.0026; 0.1076; 0.0861; 16.5163
Hogg_18           ; 0.3055; 0.0132;-29.6179; 0.1996; 0.0602;-17.2657; 0.0638; 0.0007; 0.0443; 0.0007; 0.1681; 0.0079; 0.1345; 0.0079; 0.1424; 0.2371; 47.2159
Hogg_19           ; 0.4016; 0.0796;-63.7927; 0.1670; 0.0309; 88.2938; 0.0796; 0.0054; 0.0477; 0.0054; 0.1634; 0.0039; 0.1361; 0.0039; 0.1697; 0.2413;-23.1583
Hogg_21           ; 0.2572; 0.0577; 43.6756; 0.0807; 0.0406; 20.3659; 0.0573; 0.0027; 0.0426; 0.0027; 0.1469; 0.0044; 0.1350; 0.0044; 0.0904; 0.0991; 19.0626
Hogg_4            ; 0.2236; 0.0316;-20.6345; 0.1624; 0.0437;-15.9408; 0.0796; 0.0020; 0.0618; 0.0020; 0.2130; 0.0071; 0.1784; 0.0071; 0.3383; 0.3327;-40.6316
IC_1311           ; 0.0210; 0.0114; -5.9847; 0.0848; 0.1957; 70.8422; 0.0341; 0.0003; 0.0334; 0.0003; 0.1299; 0.0188; 0.1189; 0.0188; 0.2084; 0.1167;  6.0923
IC_1369           ; 0.1859; 0.0185; 16.4075; 0.1906; 0.1283; 11.5938; 0.0408; 0.0006; 0.0332; 0.0006; 0.1475; 0.0147; 0.1194; 0.0147; 0.3764; 0.0772; 15.4397
IC_1396           ; 0.4000; 0.0325;-34.9708; 0.0297; 0.0767;  7.8174; 0.2537; 0.0071; 0.1522; 0.0071; 0.7092; 0.0390; 0.6881; 0.0390; 0.0750; 0.0730; 55.6215
IC_1434           ; 0.1349; 0.0409;-62.1110; 0.0877; 0.0632; 27.0412; 0.0688; 0.0021; 0.0595; 0.0021; 0.2333; 0.0109; 0.2129; 0.0109; 0.2904; 0.1340;-61.7555
IC_1590           ; 0.3368; 0.0305; 21.3472; 0.2145; 0.1272; 12.2130; 0.0480; 0.0012; 0.0318; 0.0012; 0.1337; 0.0134; 0.1051; 0.0134; 0.4531; 0.1915;-35.8030
IC_166            ; 0.0615; 0.0259; 49.5282; 0.2330; 0.1601;  2.7608; 0.0401; 0.0008; 0.0376; 0.0008; 0.1497; 0.0190; 0.1149; 0.0190; 0.4368; 0.0471;-47.7476
IC_1805           ; 0.1597; 0.0745;-51.2935; 0.1676; 0.0322; 76.0507; 0.1310; 0.0075; 0.1101; 0.0075; 0.3965; 0.0098; 0.3301; 0.0098; 0.2563; 0.1242;-33.6791
IC_1848           ; 0.1255; 0.0580;-81.9090; 0.2169; 0.0948; 30.2295; 0.1484; 0.0065; 0.1298; 0.0065; 0.6612; 0.0494; 0.5178; 0.0494; 0.0679; 0.0434; 28.1639
IC_2157           ; 0.2655; 0.0470;-42.7156; 0.2474; 0.1092;-74.3613; 0.0719; 0.0027; 0.0528; 0.0027; 0.1953; 0.0170; 0.1470; 0.0170; 0.2917; 0.1735; 20.9900
IC_2391           ; 0.0956; 0.0232;-13.0850; 0.1561; 0.1158; -0.2029; 0.6643; 0.0114; 0.6008; 0.0114; 1.8782; 0.1662; 1.5851; 0.1662; 0.2567; 0.0741;  5.4344
IC_2395           ; 0.3520; 0.0204;  5.4797; 0.3177; 0.0315; 13.2418; 0.1532; 0.0026; 0.0992; 0.0026; 0.4916; 0.0128; 0.3355; 0.0128; 0.2302; 0.0909; 14.5931
IC_2488           ; 0.1112; 0.0215; 53.1475; 0.0581; 0.0821; -3.9363; 0.1599; 0.0026; 0.1421; 0.0026; 0.5421; 0.0324; 0.5106; 0.0324; 0.2379; 0.1284; -5.9704
IC_2581           ; 0.0590; 0.0382;-14.3721; 0.0999; 0.1036; -5.0681; 0.0507; 0.0014; 0.0477; 0.0014; 0.1706; 0.0131; 0.1536; 0.0131; 0.4620; 0.2680; 34.4510
IC_2602           ; 0.0786; 0.0525;  0.6901; 0.3429; 0.0811;-24.5104; 1.0447; 0.0403; 0.9626; 0.0403; 3.3313; 0.2258; 2.1890; 0.2258; 0.1492; 0.0629;-45.1840
IC_2714           ; 0.0303; 0.0231;-63.6848; 0.0736; 0.0761;  3.2523; 0.1067; 0.0018; 0.1035; 0.0018; 0.3638; 0.0203; 0.3370; 0.0203; 0.0005; 0.0919;-63.1827
IC_2948           ; 0.4887; 0.0828; -1.0719; 0.1666; 0.0470; 83.6343; 0.1261; 0.0093; 0.0645; 0.0093; 0.2093; 0.0076; 0.1744; 0.0076; 0.2823; 0.1659; 72.4498
IC_348            ; 0.0666; 0.0365; -2.9512; 0.1236; 0.1036;  4.2675; 0.0741; 0.0020; 0.0692; 0.0020; 0.2347; 0.0183; 0.2057; 0.0183; 0.1153; 0.0666;  7.8062
IC_361            ; 0.0266; 0.0253;-58.2588; 0.0463; 0.1368; 24.5823; 0.0477; 0.0009; 0.0464; 0.0009; 0.1703; 0.0169; 0.1625; 0.0169; 0.6137; 0.2494; 17.2766
IC_4651           ; 0.0741; 0.0237;-30.5483; 0.1195; 0.0859;  2.7987; 0.1387; 0.0024; 0.1284; 0.0024; 0.5228; 0.0337; 0.4603; 0.0337; 0.0518; 0.1024; 40.1539
IC_4665           ; 0.2503; 0.0495;-89.3925; 0.3905; 0.1586;-77.0433; 0.5874; 0.0233; 0.4404; 0.0233; 1.7010; 0.2304; 1.0368; 0.2304; 0.2547; 0.0839; -2.7198
IC_4725           ; 0.0705; 0.0186; 67.6715; 0.1878; 0.0858; 25.1282; 0.2124; 0.0029; 0.1975; 0.0029; 0.7502; 0.0500; 0.6093; 0.0500; 0.1913; 0.1358;-19.9550
IC_4756           ; 0.2039; 0.0404;-20.7484; 0.2105; 0.0795;-26.2051; 0.4633; 0.0147; 0.3688; 0.0147; 1.4333; 0.0895; 1.1315; 0.0895; 0.0977; 0.1243; 25.3751
IC_4996           ; 0.2381; 0.0635;  7.6378; 0.0965; 0.1066;-64.2864; 0.0277; 0.0014; 0.0211; 0.0014; 0.0703; 0.0056; 0.0635; 0.0056; 0.1837; 0.1108; 25.3602
Ivanov_4          ; 0.0178; 0.0218; 82.1228; 0.2820; 0.0828;  6.9652; 0.0383; 0.0006; 0.0376; 0.0006; 0.1610; 0.0108; 0.1156; 0.0108; 0.1358; 0.1248;-74.2065
Juchert_13        ; 0.0660; 0.0156;-20.4145; 0.0293; 0.0668; -4.6045; 0.0379; 0.0004; 0.0354; 0.0004; 0.1280; 0.0061; 0.1243; 0.0061; 0.3869; 0.1738; 45.8196
Juchert_18        ; 0.2748; 0.0769;-79.1450; 0.1614; 0.0414;-14.5238; 0.0302; 0.0019; 0.0219; 0.0019; 0.0787; 0.0025; 0.0660; 0.0025; 0.1109; 0.1142; -8.9928
Juchert_19        ; 0.4151; 0.0518; 79.1395; 0.2193; 0.0380; 77.5999; 0.0270; 0.0012; 0.0158; 0.0012; 0.0622; 0.0019; 0.0486; 0.0019; 0.1137; 0.1985;  6.7280
Juchert_20        ; 0.2581; 0.0254;-59.4670; 0.0847; 0.1248;-53.2502; 0.0502; 0.0010; 0.0373; 0.0010; 0.1624; 0.0150; 0.1486; 0.0150; 0.1862; 0.1683;-27.7352
Juchert_9         ; 0.2265; 0.0096;  2.9770; 0.3054; 0.1121;  3.9782; 0.0285; 0.0002; 0.0221; 0.0002; 0.0965; 0.0089; 0.0670; 0.0089; 0.2016; 0.2162;-70.3570
Juchert_Saloran_1 ; 0.0051; 0.0209;-16.6624; 0.1096; 0.1454; 47.7300; 0.0433; 0.0006; 0.0431; 0.0006; 0.1706; 0.0185; 0.1519; 0.0185; 0.1234; 0.1017; 45.0678
Kharchenko_1      ; 0.4904; 0.1129; 14.0171; 0.1006; 0.0142; 75.6441; 0.1572; 0.0158; 0.0801; 0.0158; 0.2879; 0.0030; 0.2590; 0.0030; 0.0603; 0.0302; 74.3285
King_1            ; 0.0677; 0.0118;-46.4056; 0.1278; 0.1362;-27.6855; 0.1331; 0.0011; 0.1241; 0.0011; 0.4625; 0.0475; 0.4034; 0.0475; 0.2946; 0.1020;-14.9701
King_10           ; 0.2176; 0.0084; 52.8164; 0.0550; 0.1772; 19.4835; 0.0335; 0.0002; 0.0262; 0.0002; 0.1130; 0.0146; 0.1068; 0.0146; 0.3594; 0.1121;  1.0101
King_11           ; 0.0235; 0.0184; 48.8607; 0.0756; 0.2035; 36.0752; 0.0400; 0.0005; 0.0390; 0.0005; 0.1280; 0.0191; 0.1184; 0.0191; 0.3124; 0.0568;-16.2238
King_12           ; 0.1282; 0.0180;-40.2766; 0.1679; 0.0695; -3.5614; 0.0489; 0.0007; 0.0426; 0.0007; 0.1909; 0.0102; 0.1588; 0.0102; 0.2607; 0.2222;-18.9616
King_13           ; 0.1308; 0.0363; 32.0506; 0.0190; 0.0543;-22.7121; 0.0501; 0.0014; 0.0435; 0.0014; 0.1606; 0.0062; 0.1576; 0.0062; 0.0279; 0.1162; 63.3049
King_14           ; 0.1256; 0.0628;-11.1111; 0.0460; 0.0547;-66.4755; 0.0567; 0.0027; 0.0496; 0.0027; 0.1447; 0.0057; 0.1380; 0.0057; 0.2585; 0.0997; 33.0640
King_15           ; 0.3225; 0.0333;-30.4518; 0.0378; 0.1258;-16.7779; 0.0389; 0.0011; 0.0264; 0.0011; 0.0983; 0.0089; 0.0946; 0.0089; 0.4071; 0.1582;-26.3209
King_16           ; 0.1456; 0.0414;-78.6059; 0.1754; 0.1315;-28.5859; 0.0430; 0.0014; 0.0368; 0.0014; 0.1289; 0.0131; 0.1063; 0.0131; 0.3928; 0.2162;  1.3806
King_17           ; 0.2464; 0.0270;-74.4836; 0.2207; 0.0303;-84.9351; 0.0427; 0.0009; 0.0322; 0.0009; 0.1369; 0.0033; 0.1066; 0.0033; 0.0745; 0.0766;-19.8417
King_18           ; 0.2325; 0.0528; 72.0720; 0.0952; 0.0297; 40.4224; 0.0968; 0.0041; 0.0743; 0.0041; 0.3085; 0.0068; 0.2791; 0.0068; 0.2191; 0.0707; 16.7074
King_19           ; 0.2249; 0.0275;-86.5442; 0.1386; 0.0995; 16.3027; 0.0478; 0.0010; 0.0371; 0.0010; 0.1563; 0.0118; 0.1346; 0.0118; 0.0915; 0.1006;-37.9546
King_2            ; 0.2019; 0.0195; 43.8205; 0.0876; 0.0899; 40.4181; 0.0431; 0.0007; 0.0344; 0.0007; 0.1608; 0.0107; 0.1467; 0.0107; 0.2482; 0.1635;-18.5087
King_20           ; 0.1409; 0.0192;-15.2186; 0.0598; 0.1175; 51.4408; 0.0655; 0.0010; 0.0563; 0.0010; 0.1897; 0.0162; 0.1784; 0.0162; 0.0608; 0.1835; 81.9989
King_21           ; 0.2276; 0.0126;-47.4028; 0.1849; 0.1117;-39.2890; 0.0378; 0.0004; 0.0292; 0.0004; 0.1328; 0.0115; 0.1083; 0.0115; 0.2746; 0.1233;-88.7993
King_23           ; 0.1193; 0.0319; 13.2667; 0.0354; 0.0941; 51.8890; 0.0699; 0.0017; 0.0615; 0.0017; 0.2498; 0.0169; 0.2410; 0.0169; 0.1119; 0.1224;-74.7412
King_25           ; 0.0588; 0.0452; 89.3151; 0.0665; 0.1370;-14.8011; 0.0549; 0.0018; 0.0517; 0.0018; 0.1684; 0.0169; 0.1572; 0.0169; 0.2915; 0.0805;-17.4737
King_26           ; 0.0663; 0.0188; 43.5475; 0.0787; 0.0976; 59.4404; 0.0404; 0.0006; 0.0377; 0.0006; 0.1416; 0.0102; 0.1304; 0.0102; 0.1883; 0.2062; 18.5935
King_4            ; 0.1001; 0.0319; 49.0283; 0.0160; 0.0482;-69.7559; 0.0578; 0.0014; 0.0520; 0.0014; 0.1657; 0.0057; 0.1630; 0.0057; 0.2141; 0.1200;-55.7337
King_5            ; 0.0598; 0.0102;-16.5892; 0.0743; 0.0680;-42.9092; 0.0987; 0.0007; 0.0928; 0.0007; 0.4570; 0.0228; 0.4230; 0.0228; 0.0578; 0.1118; 41.5112
King_6            ; 0.1390; 0.0260; 88.8862; 0.2404; 0.1144; 24.6945; 0.1191; 0.0024; 0.1025; 0.0024; 0.3748; 0.0342; 0.2847; 0.0342; 0.1871; 0.0978;-14.5924
King_7            ; 0.0627; 0.0166;-55.5160; 0.1561; 0.2093;-65.7839; 0.0457; 0.0006; 0.0428; 0.0006; 0.1700; 0.0272; 0.1434; 0.0272; 0.1611; 0.1755; 57.6804
